Viewer_ID,Live_ID,Streamer_ID,Viewer_Age,Viewer_Gender,Viewer_Country,Viewer_Device_Brand,Viewer_Device_Price,Account_Age_Days,Accumulated_Watch_Count,Accumulated_Watch_Duration,Is_Live_Streamer,Is_Photo_Author,Watch_Time,Click_Count,Comment_Count,Like_Count,Gift_Count,Gift_Value,Has_Comment,Has_Like,Has_Gift,Interaction_Count,Like_Rate,Comment_Rate,Gift_Rate,Engagement_Score,Engagement_Level,Streamer_Gender,Streamer_Age,Log_Watch_Time,Log_Click_Count,Log_Comment_Count,Log_Like_Count,Log_Gift_Count,Log_Gift_Value,Z_Watch_Time,Z_Click_Count,Z_Comment_Count,Z_Like_Count,Z_Gift_Count,Z_Gift_Value,Watch_Time_Level,Like_Behavior,Comment_Behavior,Gift_Behavior,Gift_Value_Level
647,8039214,267043,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,2869,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1848,Medium,F,31-40,7.962067308753666,0.6931471805599453,0.0,0.0,0.0,0.0,-0.531126430853202,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,8462588,103632,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,2656,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.154,Medium,M,18-23,7.884952945759814,0.6931471805599453,0.0,0.0,0.0,0.0,-0.571762506801796,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,9549780,124934,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,739152,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.4053,High,M,24-30,13.513260215037093,0.6931471805599453,0.0,0.0,0.0,0.0,2.394122352736071,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
647,9651697,277458,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,4466,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3618,Medium,M,24-30,8.404472321352118,1.0986122886681098,0.0,0.0,0.0,0.0,-0.29799730945434577,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,10149732,231687,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,6712,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.5247,Medium,M,18-23,8.811801223938751,0.6931471805599453,0.0,0.0,0.0,0.0,-0.08335184551026419,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,10955378,288369,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,5656,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4563,Medium,M,18-23,8.640648995343156,0.6931471805599453,0.0,0.0,0.0,0.0,-0.17354198247004352,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,10958941,141573,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,1730,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9826,Low,M,31-40,7.456454555176209,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7975634142798711,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
647,10974163,445115,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,2147,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0689,Low,M,31-40,7.672292455628756,0.6931471805599453,0.0,0.0,0.0,0.0,-0.6838257787102959,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
647,10975933,402035,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,3323,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2436,Medium,M,41-49,8.10892415597534,1.0986122886681098,0.0,0.0,0.0,0.0,-0.45373895379206514,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,11000337,311689,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,2586,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1433,Medium,F,41-49,7.8582541821860294,0.6931471805599453,0.0,0.0,0.0,0.0,-0.5858316495943564,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,11125446,290189,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,14372,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.8292,High,F,31-40,9.573106725551233,0.6931471805599453,0.0,0.0,0.0,0.0,0.3178246277502795,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
647,11150509,393555,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,3331,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2445,Medium,M,31-40,8.111328003286733,0.6931471805599453,0.0,0.0,0.0,0.0,-0.4524722258036306,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,11205789,171801,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,2202,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.079,Low,M,24-30,7.697575346802343,0.6931471805599453,0.0,0.0,0.0,0.0,-0.6705027420405666,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
647,11356939,275218,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,2333,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1021,Medium,M,31-40,7.755338812846501,0.6931471805599453,0.0,0.0,0.0,0.0,-0.6400637874529295,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,11399458,452558,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,14960,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.8453,High,F,24-30,9.613202094214232,0.6931471805599453,0.0,0.0,0.0,0.0,0.33895322666390093,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
647,11453547,141047,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,3930,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3107,Medium,F,24-30,8.27664912542186,0.6931471805599453,0.0,0.0,0.0,0.0,-0.36535484047911787,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
647,11582451,242078,31-40,F,China,VIVO,5000+,3041,500000-1000000,10000000000-50000000000,1,1,3812,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2985,Medium,F,24-30,8.246171559857563,1.0986122886681098,0.0,0.0,0.0,0.0,-0.38141525543836163,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
656,4502864,128444,50+,M,China,VIVO,2000-4000,2283,100000-500000,10000000000-50000000000,1,1,82560,2,0,1,1,10,0,1,1,2,0.0007267441860465116,0.0,0.0007267441860465116,4.9763,High,F,41-49,11.321292693045136,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,2.3978952727983707,1.239046239254889,2.001678333500287,-0.19115831293500873,4.776307491882421,8.221717999936317,6.996326781084181,Long,Liked,No_Comment,Gifted,Low_Gift
656,4618703,169524,50+,M,China,VIVO,2000-4000,2283,100000-500000,10000000000-50000000000,1,1,1935,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0274,Low,F,50+,7.568379267836522,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7385837255732212,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
656,11063258,25856,50+,M,China,VIVO,2000-4000,2283,100000-500000,10000000000-50000000000,1,1,1254102,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.6168,High,M,24-30,14.041931133963015,0.6931471805599453,0.0,0.0,0.0,0.0,2.672710034449778,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
657,5115164,351562,12-17,M,China,OPPO,1000-2000,527,0-50000,0-1000000000,0,1,2865,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1843,Medium,M,18-23,7.960672608388117,0.6931471805599453,0.0,0.0,0.0,0.0,-0.5318613801905194,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
664,26589,14620,12-17,F,China,APPLE,5000+,2057,100000-500000,1000000000-5000000000,0,1,19707,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.9555,High,M,18-23,9.888779923663854,0.6931471805599453,0.0,0.0,0.0,0.0,0.4841713309508573,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
664,1003186,404746,12-17,F,China,APPLE,5000+,2057,100000-500000,1000000000-5000000000,0,1,26472,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0736,High,M,18-23,10.183880624651032,0.6931471805599453,0.0,0.0,0.0,0.0,0.6396771800850087,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
664,3421616,31236,12-17,F,China,APPLE,5000+,2057,100000-500000,1000000000-5000000000,0,1,19711,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.9556,High,F,18-23,9.888982866333246,1.0986122886681098,0.0,0.0,0.0,0.0,0.48427827333365636,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
664,5605873,107543,12-17,F,China,APPLE,5000+,2057,100000-500000,1000000000-5000000000,0,1,6314,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.5003,Medium,F,18-23,8.750683034784592,1.0986122886681098,0.0,0.0,0.0,0.0,-0.11555860025590008,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
664,5913718,371690,12-17,F,China,APPLE,5000+,2057,100000-500000,1000000000-5000000000,0,1,18928,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.9394,High,F,41-49,9.84845041660622,0.6931471805599453,0.0,0.0,0.0,0.0,0.46291935079906577,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
667,4104054,280507,18-23,M,China,APPLE,5000+,509,0-50000,0-1000000000,1,1,210491,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.9029,High,M,18-23,12.25720292663178,0.6931471805599453,0.0,0.0,0.0,0.0,1.73223217578561,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
667,4606342,371766,18-23,M,China,APPLE,5000+,509,0-50000,0-1000000000,1,1,28754,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.1066,High,M,18-23,10.266566944147854,0.6931471805599453,0.0,0.0,0.0,0.0,0.6832494463728135,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
667,11542527,257218,18-23,M,China,APPLE,5000+,509,0-50000,0-1000000000,1,1,3989,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3166,Medium,F,24-30,8.29154650988391,0.6931471805599453,0.0,0.0,0.0,0.0,-0.3575045357766917,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
669,4259802,435063,50+,M,China,OPPO,1000-2000,2344,100000-500000,10000000000-50000000000,1,1,52903,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.3505,High,F,41-49,10.876234229354498,0.6931471805599453,0.0,0.0,0.0,0.0,1.004518859011354,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
669,5393726,206414,50+,M,China,OPPO,1000-2000,2344,100000-500000,10000000000-50000000000,1,1,11356,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.735,Medium,F,31-40,9.337589572891646,0.6931471805599453,0.0,0.0,0.0,0.0,0.19371684119650268,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
669,6714819,256149,50+,M,China,OPPO,1000-2000,2344,100000-500000,10000000000-50000000000,1,1,1772,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9922,Low,M,41-49,7.480428306074208,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7849302403231413,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
669,7676633,280083,50+,M,China,OPPO,1000-2000,2344,100000-500000,10000000000-50000000000,1,1,9963,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.6827,Medium,F,31-40,9.20673387638207,0.6931471805599453,0.0,0.0,0.0,0.0,0.12476130794398566,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
669,9579767,203570,50+,M,China,OPPO,1000-2000,2344,100000-500000,10000000000-50000000000,1,1,4964,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4041,Medium,M,41-49,8.510168576479273,0.6931471805599453,0.0,0.0,0.0,0.0,-0.24229975994373876,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
669,10786784,273279,50+,M,China,OPPO,1000-2000,2344,100000-500000,10000000000-50000000000,1,1,78819,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.51,High,F,41-49,11.274922050748994,1.0986122886681098,0.0,0.0,0.0,0.0,1.2146108309992145,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
669,11053242,177483,50+,M,China,OPPO,1000-2000,2344,100000-500000,10000000000-50000000000,1,1,3000,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2027,Medium,M,31-40,8.006700845440367,0.6931471805599453,0.0,0.0,0.0,0.0,-0.5076064053191819,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,239949,27067,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,16369,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.8813,High,F,31-40,9.70320567036518,0.6931471805599453,0.0,0.0,0.0,0.0,0.38638138419671436,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
670,343197,143698,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,4875,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3968,Medium,F,24-30,8.492080490601163,0.6931471805599453,0.0,0.0,0.0,0.0,-0.25183143216368803,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,1121896,428597,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,69552,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.4599,High,M,18-23,11.149844330856984,0.6931471805599453,0.0,0.0,0.0,0.0,1.1487000521548913,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
670,1520088,138415,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,1172,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8269,Low,F,24-30,7.067319848653476,0.6931471805599453,0.0,0.0,0.0,0.0,-1.002621290330175,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
670,1745301,430668,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,55609,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.3704,High,F,18-23,10.92611832018161,0.6931471805599453,0.0,0.0,0.0,0.0,1.0308057091489693,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
670,1927277,190801,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,1050,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.783,Low,F,24-30,6.957497370876951,0.6931471805599453,0.0,0.0,0.0,0.0,-1.060493188307798,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
670,2481302,452014,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,2731,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1651,Medium,F,24-30,7.912789220690681,1.0986122886681098,0.0,0.0,0.0,0.0,-0.5570939426290382,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,3860542,57531,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,2460,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1233,Medium,M,18-23,7.8083230503910555,0.6931471805599453,0.0,0.0,0.0,0.0,-0.6121432883740421,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,3931451,411128,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,2266,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0905,Medium,F,31-40,7.726212650507529,0.6931471805599453,0.0,0.0,0.0,0.0,-0.6554120688747951,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,5281533,287387,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,11721,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.7477,Medium,M,18-23,9.369222697036374,0.6931471805599453,0.0,0.0,0.0,0.0,0.2103861876753023,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,5296424,382801,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,3693,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2858,Medium,M,18-23,8.214465160759186,0.6931471805599453,0.0,0.0,0.0,0.0,-0.3981232147833775,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,5403842,181411,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,1659,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9658,Low,F,18-23,7.414572881350589,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8196333220422917,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
670,5539496,382093,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,30067,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.1245,High,F,24-30,10.31121676229736,0.6931471805599453,0.0,0.0,0.0,0.0,0.7067780515635073,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
670,5713909,73670,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,17917,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.9174,High,F,24-30,9.793561073157523,0.6931471805599453,0.0,0.0,0.0,0.0,0.4339949398002031,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
670,6086847,114419,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,4382,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3542,Medium,F,18-23,8.38548870041881,0.6931471805599453,0.0,0.0,0.0,0.0,-0.3080008915637739,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,7121589,415712,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,4502,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.365,Medium,F,18-23,8.412499120301572,0.6931471805599453,0.0,0.0,0.0,0.0,-0.2937675188022453,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,7288677,28320,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,914,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.7276,Low,F,18-23,6.818924065275521,0.6931471805599453,0.0,0.0,0.0,0.0,-1.1335155819611868,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
670,7457577,357405,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,3566,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2718,Medium,M,24-30,8.17948018535889,0.6931471805599453,0.0,0.0,0.0,0.0,-0.4165588480718146,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,8182179,430935,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,2789,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1735,Medium,M,24-30,7.933796874815411,0.6931471805599453,0.0,0.0,0.0,0.0,-0.5460237788440844,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,8566520,148921,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,5312,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4312,Medium,F,18-23,8.577911926450943,0.6931471805599453,0.0,0.0,0.0,0.0,-0.20660181979891273,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,8594715,175713,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,3217,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2306,Medium,M,18-23,8.076515327552329,0.6931471805599453,0.0,0.0,0.0,0.0,-0.4708170643031691,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,8623577,427154,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,3816,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2989,Medium,F,31-40,8.247220052745229,0.6931471805599453,0.0,0.0,0.0,0.0,-0.38086274310524226,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
670,10308111,266814,12-17,M,China,IQOO,1000-2000,1350,50000-100000,1000000000-5000000000,0,1,1867,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.013,Low,F,24-30,7.532623618788788,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7574254719598289,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
707,42529,329815,50+,M,China,HUAWEI,1000-2000,2814,100000-500000,10000000000-50000000000,1,1,3959,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3136,Medium,F,18-23,8.283999304248526,0.6931471805599453,0.0,0.0,0.0,0.0,-0.3614816006125062,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
707,112755,350166,50+,M,China,HUAWEI,1000-2000,2814,100000-500000,10000000000-50000000000,1,1,1696,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9746,Low,F,31-40,7.436617265234227,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8080168446059561,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
707,391651,102969,50+,M,China,HUAWEI,1000-2000,2814,100000-500000,10000000000-50000000000,1,1,2066,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0535,Low,F,31-40,7.633853559681768,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7040814850980466,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
